# FRECHET
# genspc	taxon	samples	   llmt	 median	   rrmt	entropy	          a1         mu1      theta1      kappa1         mu2      theta2      kappa2	rRMSE        AIC         BIC
antrsinu	 F_Ba	 72711	     17	   57.3	    401	-1.6254	  8.9903e-01  1.3133e+01  4.1128e+01  7.8519e+00 -2.8669e+01  1.0798e+02  2.1567e+00  3.2680e-04  5.4401e+05  5.4408e+05
apalvitt	 M_Av	 108501	     30	  926.1	  37774	-3.6550	  7.8558e-02  6.4208e+01  3.8430e+01  1.2177e+00 -1.8790e+02  9.3208e+02  1.4075e+00  2.8352e-05  1.8259e+06  1.8260e+06
aphainva	 O_St	 50419	     21	   53.1	    423	-1.6959	  8.7616e-01 -8.7411e+00  5.8108e+01  9.5794e+00 -1.0198e+01  8.6929e+01  1.9848e+00  3.1835e-04  3.9372e+05  3.9378e+05
apiomont	 F_As	 31623	     16	   73.3	    997	-2.1487	  8.6532e-01  3.8700e+01  2.6273e+01  1.6471e+00 -1.1983e+01  8.7024e+01  1.5931e+00  2.2164e-04  3.1289e+05  3.1295e+05
apisflor	 M_In	 64863	     30	  134.4	 111286	-3.0071	  4.6659e-01  8.5622e+00  6.8895e+01  4.7852e+00  1.4026e+01  3.1404e+02  7.9471e-01  6.5808e-05  8.9809e+05  8.9816e+05
aplycali	 M_Mo	 97032	     21	 1200.9	  53414	-3.7352	  1.3188e-02 -2.2060e+01  2.1808e+02  1.0791e+00 -2.0695e+01  9.3364e+02  1.3070e+00  2.8693e-05  1.6686e+06  1.6687e+06
apteaust	 M_Av	 148332	     30	 1160.6	 111828	-3.8386	  7.6903e-02  5.9505e+01  4.3616e+01  1.3197e+00 -1.2757e+02  1.0338e+03  1.1134e+00  1.9334e-05  2.6208e+06  2.6209e+06
arablyra	 P_Eu	 107660	     16	  101.4	   1855	-2.4275	  5.3071e-01 -3.5309e+01  1.2115e+02  1.1135e+01 -8.4485e+01  2.3161e+02  2.1345e+00  1.2768e-04  1.2034e+06  1.2035e+06
arabthal	 P_Eu	 117272	     18	   99.9	   1141	-2.3221	  6.2489e-01 -5.2892e+01  1.3843e+02  1.2320e+01 -1.2712e+02  3.0335e+02  3.0143e+00  1.8558e-04  1.2535e+06  1.2536e+06
aracdura	 P_Eu	 142897	     28	  188.8	   7045	-2.9064	  3.9641e-01  2.2937e+01  6.8186e+01  4.1005e+00 -9.2583e+01  3.8636e+02  1.6422e+00  5.0388e-05  1.9124e+06  1.9124e+06
armigall	 F_Ba	 138043	     16	   53.5	    526	-1.5586	  8.5525e-01 -6.1875e+01  1.1302e+02  3.0000e+01 -7.5863e+00  7.0480e+01  1.6536e+00  3.5675e-04  9.8896e+05  9.8902e+05
arthbenh	 F_As	 12591	     19	   69.3	    275	-2.0620	  5.1569e-01 -1.1052e+03  1.1828e+03  3.0000e+01 -1.5458e+02  2.1472e+02  2.9999e+01  1.2101e-03  1.1951e+05  1.1956e+05
artholig	 F_As	 24771	     21	   72.2	    540	-1.9611	  9.2343e-01  2.9309e+01  3.6448e+01  2.9775e+00 -4.3783e+01  1.5119e+02  2.0525e+00  3.5456e-04  2.2372e+05  2.2377e+05
artoeleg	 F_Ba	 77163	     16	   58.6	    596	-1.7130	  8.8904e-01  2.6252e+01  2.8805e+01  4.9609e+00 -2.9449e+01  1.2101e+02  1.8725e+00  3.3557e-04  6.0852e+05  6.0859e+05
ascalumb	 M_Ne	 48858	     16	  706.9	   5816	-3.3411	  1.9177e-02 -1.0689e+02  1.8215e+02  3.9089e+00 -5.4891e+02  1.1209e+03  3.0383e+00  7.3046e-05  7.5190e+05  7.5196e+05
asconigr	 F_As	 24099	     21	   58.8	    537	-1.8865	  8.2730e-01  3.7820e+01  1.5580e+01  2.1071e+00 -2.0648e+01  1.0793e+02  2.2215e+00  3.1437e-04  2.0936e+05  2.0942e+05
aspeacid	 F_As	 32438	     16	   62.3	    813	-1.9748	  8.2189e-01  2.9338e+01  2.6926e+01  2.9261e+00 -2.5011e+01  1.1032e+02  1.7596e+00  2.9571e-04  2.9497e+05  2.9503e+05
aspebras	 F_As	 32666	     16	   62.6	    812	-1.9643	  8.3959e-01  2.7662e+01  2.8893e+01  3.0539e+00 -2.2909e+01  1.1062e+02  1.7113e+00  2.3795e-04  2.9549e+05  2.9554e+05
aspecamp	 F_As	 24403	     16	   62.8	    941	-1.9840	  8.1489e-01  3.2784e+01  2.4107e+01  2.5160e+00  1.6240e+00  7.3671e+01  1.4204e+00  3.7790e-04  2.2296e+05  2.2302e+05
aspecarb	 F_As	 30958	     16	   61.2	    880	-1.9753	  8.1565e-01  2.4644e+01  3.0158e+01  3.3334e+00 -1.5247e+01  1.1016e+02  1.7167e+00  2.9493e-04  2.8161e+05  2.8167e+05
aspeclav	 F_As	 18711	     16	   63.1	    489	-1.8954	  8.7877e-01  2.3234e+01  3.4444e+01  3.6480e+00 -5.2616e+01  1.4148e+02  2.3707e+00  5.7587e-04  1.6331e+05  1.6337e+05
aspeflav	 F_As	 28332	     29	   64.3	   1723	-2.1561	  5.9869e-01  9.0974e+00  4.6463e+01  6.6711e+00 -5.8229e+00  9.8185e+01  1.5265e+00  2.8709e-04  2.8112e+05  2.8118e+05
aspeglau	 F_As	 22319	     17	   57.9	    774	-1.8126	  8.2956e-01  2.2978e+01  3.0688e+01  4.7467e+00  9.5224e-01  7.5782e+01  1.5132e+00  3.5021e-04  1.8632e+05  1.8637e+05
aspekawa	 F_As	 24052	     34	   60.5	    642	-1.8521	  8.5138e-01  1.9618e+01  3.5548e+01  4.4195e+00  8.7417e+00  7.8518e+01  1.6168e+00  4.4655e-04  2.0515e+05  2.0521e+05
aspenige	 F_As	 27626	     17	   62.5	   1005	-2.0312	  7.1794e-01  2.4737e+01  3.1246e+01  3.6669e+00 -8.0099e+00  8.4172e+01  1.6173e+00  2.6837e-04  2.5841e+05  2.5846e+05
aspeoryz	 F_As	 23238	     16	   62.0	   1915	-2.0499	  7.3731e-01  2.9396e+01  2.6740e+01  3.3816e+00 -4.0570e+00  8.4008e+01  1.2632e+00  3.2842e-04  2.1926e+05  2.1932e+05
aspetubi	 F_As	 31886	     16	   62.4	    770	-1.9651	  8.3382e-01  2.8762e+01  2.7604e+01  2.9537e+00 -2.6659e+01  1.1206e+02  1.7837e+00  3.0484e-04  2.8853e+05  2.8859e+05
aspevers	 F_As	 32823	     16	   57.9	    596	-1.8470	  8.6785e-01  1.9941e+01  3.3088e+01  4.2009e+00 -3.1001e+01  1.1793e+02  1.9493e+00  3.6803e-04  2.7919e+05  2.7925e+05
aspewent	 F_As	 30844	     16	   57.3	    630	-1.8578	  8.4772e-01  1.6931e+01  3.5277e+01  4.5885e+00 -1.8699e+01  1.0789e+02  1.8949e+00  4.1978e-04  2.6390e+05  2.6396e+05
aspezona	 F_As	 21626	     17	   63.7	    738	-1.9067	  8.3781e-01 -6.7148e+01  1.2556e+02  1.3472e+01 -1.2918e+01  9.0483e+01  1.6366e+00  3.2906e-04  1.8985e+05  1.8991e+05
astespec	 P_Ch	 41947	     18	  272.0	   1331	-2.8350	  2.0053e-01  5.2770e+01  3.1445e+01  1.5076e+00 -6.3872e+02  9.0746e+02  6.7528e+00  1.6943e-04  5.4762e+05  5.4768e+05
aurepull	 F_As	 16182	     16	   55.6	    725	-1.7475	  7.4413e-01 -6.5724e+01  1.1810e+02  3.0000e+01 -5.6266e+00  7.8712e+01  1.7618e+00  6.0098e-04  1.3016e+05  1.3021e+05
aurisubg	 F_Ba	 97595	     16	   53.7	   1556	-1.6645	  8.5682e-01 -8.3502e+01  1.3439e+02  3.0000e+01  3.4252e+00  7.2848e+01  1.0908e+00  2.9052e-04  7.4757e+05  7.4764e+05
aurivulg	 F_Ba	 85358	     16	   55.6	    428	-1.5729	  8.9264e-01  1.2272e+00  5.1679e+01  1.1423e+01 -1.5878e+01  8.7401e+01  1.8724e+00  3.2104e-04  6.1810e+05  6.1816e+05
auxeprot	 P_Ch	 32927	     23	  185.3	   1885	-2.5958	  9.3557e-01 -1.5721e+03  1.7292e+03  3.0000e+01 -5.0203e+02  1.2233e+03  3.7647e+00  1.8848e-04  3.9345e+05  3.9351e+05
babebige	 O_Al	 7917	     18	   38.4	    640	-1.6813	  6.8300e-01  2.4498e+01  1.1504e+01  6.2924e+00 -5.0369e+01  1.2301e+02  2.4010e+00  2.7927e-03  6.1364e+04  6.1413e+04
babebovi	 O_Al	 6764	     18	   36.5	    615	-1.5000	  7.4743e-01  1.8990e+01  1.5717e+01  1.0712e+01 -3.4648e+01  1.1555e+02  2.2659e+00  1.0845e-03  4.6667e+04  4.6715e+04
babjinos	 F_As	 1639	     19	   69.1	   7095	-2.4991	  3.4365e-01  3.5640e+01  1.1174e+01  2.9563e+00 -5.0598e+00  9.7921e+01  1.1377e+00  1.3342e-03  1.8839e+04  1.8877e+04
backcirc	 F_Fu	 56015	     16	   67.8	    898	-1.9488	  8.2200e-01  5.7532e+00  5.6568e+01  6.3286e+00 -2.2536e+01  1.1210e+02  1.6897e+00  1.5801e-04  5.0266e+05  5.0272e+05
baleregu	 M_Av	 115396	     30	  948.5	  38009	-3.6635	  8.7872e-02  6.3124e+01  4.1355e+01  1.1624e+00 -1.9858e+02  9.6804e+02  1.4175e+00  2.7826e-05  1.9464e+06  1.9465e+06
batrdend	 F_Ch	 28844	     17	   90.1	   1004	-2.2142	  7.5525e-01 -7.2899e+01  1.5179e+02  9.5919e+00 -7.8280e+01  2.0146e+02  2.3084e+00  2.4804e-04  2.9421e+05  2.9427e+05
baudcomp	 F_As	 15185	     19	   59.2	    549	-1.8623	  7.5757e-01  2.1841e+01  3.2842e+01  5.5844e+00 -3.9774e+01  1.1807e+02  2.4090e+00  5.2250e-04  1.3023e+05  1.3029e+05
beaubass	 F_As	 17672	     23	   64.2	    972	-2.0658	  6.9913e-01  3.2840e+01  2.3081e+01  2.6412e+00 -5.1774e+00  9.0669e+01  1.7233e+00  4.1158e-04  1.6811e+05  1.6817e+05
belganta	 M_In	 81216	     16	   66.9	   9996	-2.4395	  5.1904e-01  5.5063e+00  5.0566e+01  1.1333e+01 -1.7710e+01  1.8459e+02  1.1421e+00  2.4886e-04  9.1094e+05  9.1101e+05
biomglab	 M_Mo	 169662	     17	  832.6	  41956	-3.5731	  1.4172e-01  7.4561e+01  4.3125e+01  1.2329e+00 -9.1521e+01  7.3686e+02  1.2731e+00  4.0454e-05  2.8002e+06  2.8003e+06
bjeradus	 F_Ba	 80419	     17	   54.3	    462	-1.4759	  9.2099e-01 -1.9998e+00  5.4000e+01  1.3771e+01 -4.6499e+00  8.1648e+01  1.5648e+00  4.4059e-04  5.4638e+05  5.4644e+05
blasaden	 F_As	 849	     19	   51.8	   1987	-1.9089	  7.8526e-01  2.0483e+01  2.6905e+01  4.6083e+00  4.0188e+00  9.1462e+01  1.2184e+00  2.8821e-03  7.3938e+03  7.4270e+03
blatgerm	 M_In	 4280	     24	 1889.5	 108528	-3.9894	  1.7598e-01  6.5577e+01  7.3671e+01  6.8614e-01 -5.2645e+02  2.1834e+03  1.3732e+00  2.4518e-04  7.8687e+04  7.8732e+04
boecstri	 P_Eu	 117223	     16	  105.6	   1887	-2.4588	  5.4207e-01 -1.5865e+01  1.0299e+02  8.9158e+00 -1.0549e+02  2.7624e+02  2.2835e+00  1.0984e-04  1.3272e+06  1.3272e+06
bombimpa	 M_In	 116318	     30	  116.0	  54150	-2.8661	  4.5689e-01 -1.7740e+02  2.5319e+02  2.2491e+01  1.5433e+01  2.4054e+02  8.6465e-01  9.1172e-05  1.5351e+06  1.5352e+06
bombmori	 M_In	 144545	     16	  746.8	  25320	-3.5304	  8.7197e-02  5.2550e+01  2.8430e+01  2.1595e+00 -1.6037e+02  7.7744e+02  1.4914e+00  4.0622e-05  2.3526e+06  2.3527e+06
bombterr	 M_In	 65280	     16	  132.7	  76331	-2.9732	  4.4813e-01 -4.5382e+01  1.2164e+02  1.0234e+01  6.4985e+00  3.1075e+02  8.5384e-01  9.6168e-05  8.9487e+05  8.9493e+05
botrcine	 F_As	 26333	     22	   73.5	   1016	-2.3340	  4.7632e-01  3.1862e+01  2.1258e+01  3.4393e+00 -1.2357e+02  2.4803e+02  3.0469e+00  3.7842e-04  2.8298e+05  2.8304e+05
botrdoth	 F_As	 34951	     37	   59.2	    980	-1.9955	  6.6981e-01 -2.6639e+01  7.9691e+01  1.4343e+01 -1.2649e+01  1.1006e+02  1.9018e+00  6.0918e-04  3.2082e+05  3.2088e+05
branflor	 M_Ch	 167149	     16	  540.1	  29519	-3.4047	  8.2226e-01 -6.3548e+01  4.9558e+02  1.2471e+00 -2.2638e+03  2.6949e+03  2.5231e+01  2.6916e-05  2.6202e+06  2.6202e+06
brasnapu	 P_Eu	 389377	     20	   97.1	   2980	-2.3957	  5.7863e-01 -2.3004e+02  3.1186e+02  2.8236e+01 -8.3330e+00  1.6744e+02  1.5366e+00  6.6046e-05  4.2965e+06  4.2966e+06
brasoler	 P_Eu	 200096	     19	   97.8	   2979	-2.4068	  5.7703e-01 -2.5424e+02  3.3628e+02  3.0000e+01 -1.0858e+01  1.7371e+02  1.5574e+00  8.2551e-05  2.2181e+06  2.2181e+06
brasrapa	 P_Eu	 165383	     16	   95.0	   2214	-2.3642	  6.1059e-01 -2.2794e+02  3.0969e+02  2.8201e+01 -5.4560e+01  2.1718e+02  1.8536e+00  1.1147e-04  1.8007e+06  1.8008e+06
brugmala	 M_Ne	 155898	     16	  221.1	   2805	-2.7975	  3.5643e-01  4.2675e+01  7.6104e+01  1.1938e+00 -3.1508e+02  5.2642e+02  4.7448e+00  7.0454e-05  2.0081e+06  2.0082e+06
brugtimo	 M_Ne	 60134	     16	  216.7	   1384	-2.7673	  1.5646e-01  4.7594e+01  4.7430e+01  1.4578e+00 -2.9280e+02  4.8642e+02  4.3626e+00  1.0846e-04  7.6643e+05  7.6650e+05
bucerhin	 M_Av	 106196	     24	  925.2	  37807	-3.6545	  8.8410e-02  6.4153e+01  4.0659e+01  1.1148e+00 -1.8629e+02  9.3837e+02  1.4082e+00  2.8737e-05  1.7868e+06  1.7869e+06
cadospec	 F_As	 51045	     16	   57.3	    619	-1.9622	  6.1513e-01  3.4824e+01  1.5932e+01  3.1221e+00 -1.2120e+01  8.7372e+01  2.1933e+00  2.4808e-04  4.6129e+05  4.6135e+05
caenrema	 M_Ne	 249285	     16	   52.8	   9774	-2.2881	  5.6766e-01 -4.0377e+01  8.6708e+01  2.5260e+01 -1.3631e+01  1.6905e+02  1.0974e+00  3.1155e-04  2.6188e+06  2.6189e+06
caliorie	 F_As	 18913	     37	   61.9	    746	-1.9902	  6.2187e-01  2.2641e+01  3.1213e+01  5.0738e+00  9.8762e+00  7.3071e+01  1.8697e+00  4.9611e-04  1.7331e+05  1.7337e+05
calljacc	 M_Mm	 185121	     17	 1742.5	 313033	-4.0535	  2.1373e-01  6.4390e+01  8.1170e+01  7.0041e-01 -2.2768e+02  1.8039e+03  1.0075e+00  1.8429e-05  3.4506e+06  3.4507e+06
callmili	 M_Ch	 158101	     17	  986.9	  79710	-3.7515	  4.9182e-02  5.7639e+01  4.5064e+01  1.9354e+00 -8.4981e+01  8.5204e+02  1.1554e+00  2.1358e-05  2.7316e+06  2.7317e+06
calocorn	 F_Ba	 50367	     16	   52.8	    434	-1.5424	  8.6786e-01  2.9667e+01  2.0842e+01  5.7990e+00 -1.4808e+01  8.5374e+01  1.9623e+00  6.0489e-04  3.5751e+05  3.5757e+05
camesati	 P_Eu	 380993	     30	  106.4	   2874	-2.4353	  5.5661e-01 -1.7637e+02  2.6458e+02  2.2898e+01 -6.6681e+00  1.7795e+02  1.6088e+00  5.7201e-05  4.2728e+06  4.2729e+06
candcase	 F_As	 1014	     20	   72.4	   3785	-2.4771	  2.5461e-01  1.3856e+01  3.8001e+01  6.0616e+00 -1.6193e+00  7.6101e+01  1.2800e+00  2.1335e-03  1.1569e+04  1.1603e+04
candtanz	 F_As	 1372	     19	   81.2	   3461	-2.5105	  2.2403e-01  4.0127e+01  7.6526e+00  8.5299e-01 -4.6793e+00  7.7251e+01  1.3996e+00  3.4752e-03  1.5850e+04  1.5886e+04
candtenu	 F_As	 707	     16	   78.7	  64993	-2.6265	  7.0812e-01  5.8716e+00  6.9201e+01  9.1542e-01  3.3681e+01  1.9893e+01  2.0393e+00  2.8210e-03  8.5473e+03  8.5792e+03
capitele	 M_An	 137273	     16	   61.8	  16673	-2.4601	  5.4039e-01 -4.5330e+01  9.7496e+01  2.2619e+01 -1.4695e+01  2.1272e+02  1.0351e+00  1.0934e-04  1.5512e+06  1.5513e+06
caprcaro	 M_Av	 109525	     30	  948.9	  32904	-3.6497	  8.9844e-02  6.1470e+01  4.2296e+01  1.2498e+00 -2.2876e+02  1.0054e+03  1.4895e+00  2.9268e-05  1.8407e+06  1.8407e+06
caprhirc	 M_Mm	 126573	     16	 1553.2	 224962	-3.9908	  1.6478e-01  6.6212e+01  6.3031e+01  7.6235e-01 -1.9443e+02  1.5103e+03  1.0355e+00  2.2613e-05  2.3241e+06  2.3241e+06
capsowcz	 O_Op	 62842	     17	  105.4	   1335	-2.3420	  8.4319e-01 -7.1733e+01  1.6276e+02  7.3198e+00 -5.6380e+02  8.4862e+02  4.2573e+00  2.1800e-04  6.7847e+05  6.7854e+05
capsrube	 P_Eu	 115139	     16	  103.6	   1273	-2.3707	  6.1381e-01 -1.2435e+01  1.0032e+02  8.3405e+00 -1.6527e+02  3.4543e+02  3.0426e+00  1.4436e-04  1.2567e+06  1.2568e+06
caricris	 M_Av	 113945	     27	  964.1	  36670	-3.6664	  8.5216e-02  6.3547e+01  4.1148e+01  1.1512e+00 -2.1611e+02  9.9621e+02  1.4435e+00  2.8241e-05  1.9235e+06  1.9236e+06
caripapa	 P_Eu	 83870	     21	  188.5	   7418	-2.9473	  3.4798e-01  1.2960e+01  7.8725e+01  4.6376e+00 -1.3120e+02  3.9912e+02  1.6554e+00  7.5396e-05  1.1396e+06  1.1397e+06
cateangu	 F_Bl	 23330	     16	   79.8	   1059	-1.9653	  8.2410e-01 -2.0561e+02  2.8004e+02  3.0000e+01 -3.3230e+01  1.3169e+02  1.6759e+00  3.5624e-04  2.1000e+05  2.1006e+05
cephalbi	 F_As	 2744	     16	   66.2	   2271	-2.2884	  5.3631e-01 -3.9889e+00  7.1351e+01  1.3494e+00  4.0086e+01  1.7580e+01  2.3064e+00  1.6209e-03  2.8909e+04  2.8951e+04
cephcinc	 M_In	 78268	     16	  103.5	  62088	-2.8270	  5.4897e-01 -3.3168e+01  1.0801e+02  8.2675e+00  9.6841e+00  3.1431e+02  8.5069e-01  1.1215e-04  1.0182e+06  1.0182e+06
cephfrag	 F_As	 2495	     19	   65.0	   1070	-2.2240	  5.6445e-01 -2.5553e+01  9.6937e+01  1.9472e+00  3.7770e+01  1.7850e+01  2.9784e+00  1.7291e-03  2.5555e+04  2.5596e+04
cerasolm	 M_In	 59021	     29	  350.5	  88985	-3.3201	  2.5952e-01 -8.5691e+01  1.6154e+02  1.3325e+01 -5.9645e+00  4.0219e+02  9.2501e-01  5.6758e-05  9.0181e+05  9.0187e+05
cercatys	 M_Mm	 231437	     23	 1819.7	 434318	-4.0959	  2.1345e-01  6.4341e+01  8.2603e+01  6.9511e-01 -1.8529e+02  1.8264e+03  9.4529e-01  1.5571e-05  4.3580e+06  4.3581e+06
cerisubv	 F_Ba	 69822	     16	   56.3	    643	-1.6550	  8.6186e-01  7.7342e+00  4.5595e+01  9.5854e+00 -8.3735e+00  8.2750e+01  1.5992e+00  2.6903e-04  5.3205e+05  5.3211e+05
chaeglob	 F_As	 22103	     19	   82.3	   1160	-2.3364	  7.1128e-01  4.2402e+01  1.9253e+01  1.4203e+00 -1.3858e+02  3.1256e+02  3.2563e+00  3.6013e-04  2.3758e+05  2.3763e+05
chaepela	 M_Av	 130951	     30	  965.7	  69525	-3.7278	  8.5341e-02  5.5753e+01  3.9978e+01  1.6651e+00 -1.2915e+02  9.0540e+02  1.1988e+00  2.3709e-05  2.2481e+06  2.2482e+06
charvoci	 M_Av	 134886	     23	 1027.9	  77087	-3.7588	  7.8847e-02  5.6817e+01  4.1774e+01  1.5881e+00 -1.3794e+02  9.4682e+02  1.1845e+00  2.2640e-05  2.3348e+06  2.3348e+06
chelmyda	 M_Rp	 153341	     30	 1577.1	 163542	-3.9795	  4.5707e-02  6.4555e+01  3.5086e+01  1.3574e+00 -1.8392e+02  1.3384e+03  1.0920e+00  1.6968e-05  2.8089e+06  2.8090e+06
chioapob	 F_Ba	 50790	     17	   49.4	    330	-1.3062	  6.6343e-02  5.9819e+00  4.7074e+01  1.3209e+00 -3.8072e+01  8.5589e+01  3.0000e+01  1.6300e-03  3.0317e+05  3.0323e+05
chlamacq	 M_Av	 108508	     30	  946.2	  34366	-3.6531	  8.5083e-02  6.5947e+01  3.9659e+01  1.0650e+00 -2.1977e+02  9.8487e+02  1.4667e+00  2.9316e-05  1.8252e+06  1.8252e+06
chlarein	 P_Ch	 133509	     19	  227.9	   1338	-2.6863	  8.2100e-01 -7.5247e+02  9.2997e+02  1.2236e+01  9.4584e+01  2.0932e+02  2.0051e+00  8.1785e-05  1.6516e+06  1.6517e+06
chlosaba	 M_Mm	 228499	     25	 1785.9	 379117	-4.0765	  2.2381e-01  6.4515e+01  8.3979e+01  6.8933e-01 -2.1207e+02  1.8508e+03  9.7458e-01  1.6420e-05  4.2829e+06  4.2829e+06
choiveno	 F_As	 52355	     16	   66.5	   1266	-2.0503	  8.7105e-02  1.3765e+01  3.3460e+01  8.2241e-01  3.6923e+01  2.4091e+01  1.8309e+00  2.7085e-04  4.9445e+05  4.9451e+05
choncris	 O_Rh	 5747	     12	  117.0	   1525	-2.4803	  7.0615e-01 -1.5330e+02  2.4290e+02  4.7315e+00  8.4636e+01  2.8886e+01  1.0437e+00  1.6621e-03  6.5662e+04  6.5708e+04
